PathwayId	PathwayName	KeggId	Gene	PathwayDescription
00627	Aminobenzoate degradation	K01426	PA3366	amidase [EC:3.5.1.4] | (RefSeq) amiE; acylamide amidohydrolase
00627	Aminobenzoate degradation	K01692	PA3426	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00627	Aminobenzoate degradation	K03186	PA4019	flavin prenyltransferase [EC:2.5.1.129] | (RefSeq) aromatic acid decarboxylase
00627	Aminobenzoate degradation	K01426	PA4163	amidase [EC:3.5.1.4] | (RefSeq) amidase
00627	Aminobenzoate degradation	K01426	PA4342	amidase [EC:3.5.1.4] | (RefSeq) amidase
00627	Aminobenzoate degradation	K01576	PA4901	benzoylformate decarboxylase [EC:4.1.1.7] | (RefSeq) mdlC; benzoylformate decarboxylase
00627	Aminobenzoate degradation	K03862	PA4904	vanillate monooxygenase [EC:1.14.13.82] | (RefSeq) vanA; vanillate O-demethylase oxygenase
00627	Aminobenzoate degradation	K03863	PA4905	vanillate monooxygenase ferredoxin subunit | (RefSeq) vanB; vanillate O-demethylase
00630	Glyoxylate and dicarboxylate metabolism	K01091	PA0065	phosphoglycolate phosphatase [EC:3.1.3.18] | (RefSeq) 5'-nucleotidase
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA0296	glutamine synthetase [EC:6.3.1.2] | (RefSeq) spuI; glutamine synthetase
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA0298	glutamine synthetase [EC:6.3.1.2] | (RefSeq) spuB; glutamine synthetase
00630	Glyoxylate and dicarboxylate metabolism	K01638	PA0482	malate synthase [EC:2.3.3.9] | (RefSeq) glcB; malate synthase G
00630	Glyoxylate and dicarboxylate metabolism	K01091	PA0608	phosphoglycolate phosphatase [EC:3.1.3.18] | (RefSeq) phosphoglycolate phosphatase
00630	Glyoxylate and dicarboxylate metabolism	K01895	PA0887	acetyl-CoA synthetase [EC:6.2.1.1] | (RefSeq) acsA; acetyl-CoA synthetase
00630	Glyoxylate and dicarboxylate metabolism	K00865	PA1052	glycerate 2-kinase [EC:2.7.1.165] | (RefSeq) hypothetical protein
00630	Glyoxylate and dicarboxylate metabolism	K11529	PA1499	glycerate 2-kinase [EC:2.7.1.165] | (RefSeq) hypothetical protein
00630	Glyoxylate and dicarboxylate metabolism	K00042	PA1500	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60] | (RefSeq) 2-hydroxy-3-oxopropionate reduct
00630	Glyoxylate and dicarboxylate metabolism	K01816	PA1501	hydroxypyruvate isomerase [EC:5.3.1.22] | (RefSeq) hypothetical protein
00630	Glyoxylate and dicarboxylate metabolism	K01608	PA1502	tartronate-semialdehyde synthase [EC:4.1.1.47] | (RefSeq) gcl; glyoxylate carboligase
00630	Glyoxylate and dicarboxylate metabolism	K01681	PA1562	aconitate hydratase [EC:4.2.1.3] | (RefSeq) acnA; aconitate hydratase
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA1566	glutamine synthetase [EC:6.3.1.2] | (RefSeq) hypothetical protein
00630	Glyoxylate and dicarboxylate metabolism	K01647	PA1580	citrate synthase [EC:2.3.3.1] | (RefSeq) gltA; citrate synthase
00630	Glyoxylate and dicarboxylate metabolism	K00382	PA1587	dihydrolipoamide dehydrogenase [EC:1.8.1.4] | (RefSeq) lpdG; 2-oxoglutarate dehydrogenase com
00630	Glyoxylate and dicarboxylate metabolism	K00626	PA1736	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00630	Glyoxylate and dicarboxylate metabolism	K01682	PA1787	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99] | (RefSeq) acnB;
00630	Glyoxylate and dicarboxylate metabolism	K00626	PA2001	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) atoB; acetyl-CoA acetyltransferase
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA2040	glutamine synthetase [EC:6.3.1.2] | (RefSeq) glutamine synthetase
00630	Glyoxylate and dicarboxylate metabolism	K07130	PA2081	arylformamidase [EC:3.5.1.9] | (RefSeq) kynB; kynurenine formamidase KynB
00630	Glyoxylate and dicarboxylate metabolism	K03781	PA2147	catalase [EC:1.11.1.6] | (RefSeq) katE; catalase HPII
00630	Glyoxylate and dicarboxylate metabolism	K00382	PA2250	dihydrolipoamide dehydrogenase [EC:1.8.1.4] | (RefSeq) lpdV; branched-chain alpha-keto acid d
00630	Glyoxylate and dicarboxylate metabolism	K00605	PA2442	aminomethyltransferase [EC:2.1.2.10] | (RefSeq) gcvT2; glycine cleavage system protein T2
00630	Glyoxylate and dicarboxylate metabolism	K00600	PA2444	glycine hydroxymethyltransferase [EC:2.1.2.1] | (RefSeq) glyA2; serine hydroxymethyltransfera
00630	Glyoxylate and dicarboxylate metabolism	K00281	PA2445	glycine dehydrogenase [EC:1.4.4.2] | (RefSeq) gcvP2; glycine dehydrogenase
00630	Glyoxylate and dicarboxylate metabolism	K02437	PA2446	glycine cleavage system H protein | (RefSeq) gcvH2; glycine cleavage system protein H
00630	Glyoxylate and dicarboxylate metabolism	K00626	PA2553	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acyl-CoA thiolase
00630	Glyoxylate and dicarboxylate metabolism	K01895	PA2555	acetyl-CoA synthetase [EC:6.2.1.1] | (RefSeq) AMP-binding protein
00630	Glyoxylate and dicarboxylate metabolism	K01637	PA2634	isocitrate lyase [EC:4.1.3.1] | (RefSeq) aceA; isocitrate lyase
00630	Glyoxylate and dicarboxylate metabolism	K01091	PA2974	phosphoglycolate phosphatase [EC:3.1.3.18] | (RefSeq) hydrolase
00630	Glyoxylate and dicarboxylate metabolism	K01625	PA3131	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2
00630	Glyoxylate and dicarboxylate metabolism	K01625	PA3181	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA3356	glutamine synthetase [EC:6.3.1.2] | (RefSeq) hypothetical protein
00630	Glyoxylate and dicarboxylate metabolism	K00626	PA3589	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00630	Glyoxylate and dicarboxylate metabolism	K00090	PA3896	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215] | (RefS
00630	Glyoxylate and dicarboxylate metabolism	K00626	PA3925	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acyl-CoA thiolase
00630	Glyoxylate and dicarboxylate metabolism	K03781	PA4236	catalase [EC:1.11.1.6] | (RefSeq) katA; catalase
00630	Glyoxylate and dicarboxylate metabolism	K01433	PA4314	formyltetrahydrofolate deformylase [EC:3.5.1.10] | (RefSeq) purU1; formyltetrahydrofolate def
00630	Glyoxylate and dicarboxylate metabolism	K00600	PA4602	glycine hydroxymethyltransferase [EC:2.1.2.1] | (RefSeq) glyA3; serine hydroxymethyltransfera
00630	Glyoxylate and dicarboxylate metabolism	K03781	PA4613	catalase [EC:1.11.1.6] | (RefSeq) katB; catalase
00630	Glyoxylate and dicarboxylate metabolism	K00018	PA4626	glycerate dehydrogenase [EC:1.1.1.29] | (RefSeq) hprA; glycerate dehydrogenase
00630	Glyoxylate and dicarboxylate metabolism	K01895	PA4733	acetyl-CoA synthetase [EC:6.2.1.1] | (RefSeq) acsB; acetyl-CoA synthetase
00630	Glyoxylate and dicarboxylate metabolism	K00626	PA4785	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00630	Glyoxylate and dicarboxylate metabolism	K00127	PA4810	formate dehydrogenase subunit gamma | (RefSeq) fdnI; nitrate-inducible formate dehydrogenase
00630	Glyoxylate and dicarboxylate metabolism	K00124	PA4811	formate dehydrogenase iron-sulfur subunit | (RefSeq) fdnH; nitrate-inducible formate dehydrog
00630	Glyoxylate and dicarboxylate metabolism	K00123	PA4812	formate dehydrogenase major subunit [EC:1.17.1.9] | (RefSeq) fdnG; formate dehydrogenase-O ma
00630	Glyoxylate and dicarboxylate metabolism	K00382	PA4829	dihydrolipoamide dehydrogenase [EC:1.8.1.4] | (RefSeq) lpd3; dihydrolipoamide dehydrogenase
00630	Glyoxylate and dicarboxylate metabolism	K01458	PA5091	N-formylglutamate deformylase [EC:3.5.1.68] | (RefSeq) hutG; N-formylglutamate amidohydrolase
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA5119	glutamine synthetase [EC:6.3.1.2] | (RefSeq) glnA; glutamine synthetase
00630	Glyoxylate and dicarboxylate metabolism	K00281	PA5213	glycine dehydrogenase [EC:1.4.4.2] | (RefSeq) gcvP1; glycine dehydrogenase
00630	Glyoxylate and dicarboxylate metabolism	K02437	PA5214	glycine cleavage system H protein | (RefSeq) gcvH1; glycine cleavage system protein H
00630	Glyoxylate and dicarboxylate metabolism	K00605	PA5215	aminomethyltransferase [EC:2.1.2.10] | (RefSeq) gcvT1; glycine cleavage system aminomethyltra
00630	Glyoxylate and dicarboxylate metabolism	K11473	PA5353	glycolate oxidase iron-sulfur subunit | (RefSeq) glcF; glycolate oxidase iron-sulfur subunit
00630	Glyoxylate and dicarboxylate metabolism	K11472	PA5354	glycolate oxidase FAD binding subunit | (RefSeq) glcE; glycolate oxidase FAD binding subunit
00630	Glyoxylate and dicarboxylate metabolism	K00104	PA5355	glycolate oxidase [EC:1.1.3.15] | (RefSeq) glcD; glycolate oxidase subunit GlcD
00630	Glyoxylate and dicarboxylate metabolism	K00600	PA5415	glycine hydroxymethyltransferase [EC:2.1.2.1] | (RefSeq) glyA1; serine hydroxymethyltransfera
00630	Glyoxylate and dicarboxylate metabolism	K01433	PA5420	formyltetrahydrofolate deformylase [EC:3.5.1.10] | (RefSeq) purU2; formyltetrahydrofolate def
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA5508	glutamine synthetase [EC:6.3.1.2] | (RefSeq) glutamine synthetase
00630	Glyoxylate and dicarboxylate metabolism	K01915	PA5522	glutamine synthetase [EC:6.3.1.2] | (RefSeq) glutamine synthetase
00633	Nitrotoluene degradation	K10680	PA1334	N-ethylmaleimide reductase [EC:1.-.-.-] | (RefSeq) oxidoreductase
00633	Nitrotoluene degradation	K10680	PA2932	N-ethylmaleimide reductase [EC:1.-.-.-] | (RefSeq) morB; morphinone reductase
00640	Propanoate metabolism	K00140	PA0130	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase
00640	Propanoate metabolism	K00822	PA0132	beta-alanine--pyruvate transaminase [EC:2.6.1.18] | (RefSeq) beta alanine--pyruvate transamin
00640	Propanoate metabolism	K01961	PA0494	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14] | (RefSeq) acetyl-Co
00640	Propanoate metabolism	K00140	PA0747	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase
00640	Propanoate metabolism	K01720	PA0792	2-methylcitrate dehydratase [EC:4.2.1.79] | (RefSeq) prpD; 2-methylcitrate dehydratase
00640	Propanoate metabolism	K09788	PA0793	2-methylaconitate isomerase [EC:5.3.3.-] | (RefSeq) hypothetical protein
00640	Propanoate metabolism	K20455	PA0794	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117] | (RefSeq) acon
00640	Propanoate metabolism	K01659	PA0795	2-methylcitrate synthase [EC:2.3.3.5] | (RefSeq) prpC; methylcitrate synthase
00640	Propanoate metabolism	K03417	PA0796	methylisocitrate lyase [EC:4.1.3.30] | (RefSeq) prpB; 2-methylisocitrate lyase
00640	Propanoate metabolism	K13788	PA0835	phosphate acetyltransferase [EC:2.3.1.8] | (RefSeq) pta; phosphate acetyltransferase
00640	Propanoate metabolism	K00925	PA0836	acetate kinase [EC:2.7.2.1] | (RefSeq) ackA; acetate kinase
00640	Propanoate metabolism	K01895	PA0887	acetyl-CoA synthetase [EC:6.2.1.1] | (RefSeq) acsA; acetyl-CoA synthetase
00640	Propanoate metabolism	K00382	PA1587	dihydrolipoamide dehydrogenase [EC:1.8.1.4] | (RefSeq) lpdG; 2-oxoglutarate dehydrogenase com
00640	Propanoate metabolism	K01903	PA1588	succinyl-CoA synthetase beta subunit [EC:6.2.1.5] | (RefSeq) sucC; succinyl-CoA ligase subuni
00640	Propanoate metabolism	K01902	PA1589	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5] | (RefSeq) sucD; succinyl-CoA ligase subun
00640	Propanoate metabolism	K01692	PA1629	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00640	Propanoate metabolism	K00626	PA1736	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00640	Propanoate metabolism	K01782	PA1737	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.
00640	Propanoate metabolism	K01692	PA1748	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00640	Propanoate metabolism	K01682	PA1787	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99] | (RefSeq) acnB;
00640	Propanoate metabolism	K01692	PA1821	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00640	Propanoate metabolism	K00626	PA2001	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) atoB; acetyl-CoA acetyltransferase
00640	Propanoate metabolism	K00166	PA2247	2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4] | (RefSeq) bkdA1; 2-ox
00640	Propanoate metabolism	K00167	PA2248	2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4] | (RefSeq) bkdA2; 2-oxo
00640	Propanoate metabolism	K09699	PA2249	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168] | (Re
00640	Propanoate metabolism	K00382	PA2250	dihydrolipoamide dehydrogenase [EC:1.8.1.4] | (RefSeq) lpdV; branched-chain alpha-keto acid d
00640	Propanoate metabolism	K00248	PA2552	butyryl-CoA dehydrogenase [EC:1.3.8.1] | (RefSeq) acyl-CoA dehydrogenase
00640	Propanoate metabolism	K00626	PA2553	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acyl-CoA thiolase
00640	Propanoate metabolism	K01895	PA2555	acetyl-CoA synthetase [EC:6.2.1.1] | (RefSeq) AMP-binding protein
00640	Propanoate metabolism	K01825	PA3014	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoy
00640	Propanoate metabolism	K01963	PA3112	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15] | (RefSeq) acc
00640	Propanoate metabolism	K01692	PA3426	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00640	Propanoate metabolism	K01908	PA3568	propionyl-CoA synthetase [EC:6.2.1.17] | (RefSeq) propionyl-CoA synthetase
00640	Propanoate metabolism	K00140	PA3570	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase
00640	Propanoate metabolism	K00626	PA3589	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00640	Propanoate metabolism	K01962	PA3639	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15] | (RefSeq) ac
00640	Propanoate metabolism	K00626	PA3925	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acyl-CoA thiolase
00640	Propanoate metabolism	K01895	PA4733	acetyl-CoA synthetase [EC:6.2.1.1] | (RefSeq) acsB; acetyl-CoA synthetase
00640	Propanoate metabolism	K00626	PA4785	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00640	Propanoate metabolism	K00382	PA4829	dihydrolipoamide dehydrogenase [EC:1.8.1.4] | (RefSeq) lpd3; dihydrolipoamide dehydrogenase
00640	Propanoate metabolism	K02160	PA4847	acetyl-CoA carboxylase biotin carboxyl carrier protein | (RefSeq) accB; acetyl-CoA carboxylas
00640	Propanoate metabolism	K01961	PA4848	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14] | (RefSeq) accC; ace
00640	Propanoate metabolism	K00822	PA5313	beta-alanine--pyruvate transaminase [EC:2.6.1.18] | (RefSeq) omega amino acid--pyruvate trans
00643	Styrene degradation	K01426	PA0202	amidase [EC:3.5.1.4] | (RefSeq) amidase
00643	Styrene degradation	K01039	PA0226	glutaconate CoA-transferase, subunit A [EC:2.8.3.12] | (RefSeq) CoA transferase subunit A
00643	Styrene degradation	K01040	PA0227	glutaconate CoA-transferase, subunit B [EC:2.8.3.12] | (RefSeq) CoA transferase subunit B
00643	Styrene degradation	K01426	PA0704	amidase [EC:3.5.1.4] | (RefSeq) amidase
00643	Styrene degradation	K01800	PA2007	maleylacetoacetate isomerase [EC:5.2.1.2] | (RefSeq) maiA; maleylacetoacetate isomerase
00643	Styrene degradation	K01555	PA2008	fumarylacetoacetase [EC:3.7.1.2] | (RefSeq) fahA; fumarylacetoacetase
00643	Styrene degradation	K00451	PA2009	homogentisate 1,2-dioxygenase [EC:1.13.11.5] | (RefSeq) hmgA; homogentisate 1,2-dioxygenase
00643	Styrene degradation	K01800	PA2473	maleylacetoacetate isomerase [EC:5.2.1.2] | (RefSeq) glutathione S-transferase
00643	Styrene degradation	K01426	PA3366	amidase [EC:3.5.1.4] | (RefSeq) amiE; acylamide amidohydrolase
00643	Styrene degradation	K00146	PA4073	phenylacetaldehyde dehydrogenase [EC:1.2.1.39] | (RefSeq) aldehyde dehydrogenase
00643	Styrene degradation	K01426	PA4163	amidase [EC:3.5.1.4] | (RefSeq) amidase
00643	Styrene degradation	K01426	PA4342	amidase [EC:3.5.1.4] | (RefSeq) amidase
00650	Butanoate metabolism	K01039	PA0226	glutaconate CoA-transferase, subunit A [EC:2.8.3.12] | (RefSeq) CoA transferase subunit A
00650	Butanoate metabolism	K01040	PA0227	glutaconate CoA-transferase, subunit B [EC:2.8.3.12] | (RefSeq) CoA transferase subunit B
00650	Butanoate metabolism	K00135	PA0265	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.
00650	Butanoate metabolism	K14268	PA0266	5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19] | (RefSeq) 5-aminoval
00650	Butanoate metabolism	K00100	PA1146	butanol dehydrogenase [EC:1.1.1.-] | (RefSeq) iron-containing alcohol dehydrogenase
00650	Butanoate metabolism	K01652	PA1417	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) hypothetical protein
00650	Butanoate metabolism	K00241	PA1581	succinate dehydrogenase / fumarate reductase, cytochrome b subunit | (RefSeq) sdhC; succinate
00650	Butanoate metabolism	K00242	PA1582	succinate dehydrogenase / fumarate reductase, membrane anchor subunit | (RefSeq) sdhD; succin
00650	Butanoate metabolism	K00239	PA1583	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4] | (Re
00650	Butanoate metabolism	K00240	PA1584	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4] | (Ref
00650	Butanoate metabolism	K00074	PA1628	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] | (RefSeq) 3-hydroxyacyl-CoA dehydrogenase
00650	Butanoate metabolism	K01692	PA1629	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00650	Butanoate metabolism	K00626	PA1736	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00650	Butanoate metabolism	K01782	PA1737	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.
00650	Butanoate metabolism	K01692	PA1748	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00650	Butanoate metabolism	K01692	PA1821	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00650	Butanoate metabolism	K01907	PA1997	acetoacetyl-CoA synthetase [EC:6.2.1.16] | (RefSeq) acetoacetyl-CoA synthetase
00650	Butanoate metabolism	K01028	PA1999	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5] | (RefSeq) dhcA; dehydrocarnitine CoA transf
00650	Butanoate metabolism	K01029	PA2000	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5] | (RefSeq) dhcB; dehydrocarnitine CoA transf
00650	Butanoate metabolism	K00626	PA2001	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) atoB; acetyl-CoA acetyltransferase
00650	Butanoate metabolism	K00019	PA2003	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30] | (RefSeq) bdhA; 3-hydroxybutyrate dehydrogenas
00650	Butanoate metabolism	K01640	PA2011	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] | (RefSeq) liuE; 3-hydroxy-3-isohexenylglutaryl-
00650	Butanoate metabolism	K01652	PA2035	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) thiamine pyrophosphate p
00650	Butanoate metabolism	K00248	PA2552	butyryl-CoA dehydrogenase [EC:1.3.8.1] | (RefSeq) acyl-CoA dehydrogenase
00650	Butanoate metabolism	K00626	PA2553	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acyl-CoA thiolase
00650	Butanoate metabolism	K00209	PA2950	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1
00650	Butanoate metabolism	K01825	PA3014	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoy
00650	Butanoate metabolism	K01692	PA3426	enoyl-CoA hydratase [EC:4.2.1.17] | (RefSeq) enoyl-CoA hydratase
00650	Butanoate metabolism	K01652	PA3506	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) hypothetical protein
00650	Butanoate metabolism	K00626	PA3589	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00650	Butanoate metabolism	K00074	PA3590	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157] | (RefSeq) 3-hydroxyacyl-CoA dehydrogenase
00650	Butanoate metabolism	K00626	PA3925	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acyl-CoA thiolase
00650	Butanoate metabolism	K00004	PA4097	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1
00650	Butanoate metabolism	K03366	PA4148	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1
00650	Butanoate metabolism	K00004	PA4153	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1
00650	Butanoate metabolism	K01652	PA4180	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) acetolactate synthase
00650	Butanoate metabolism	K01653	PA4695	acetolactate synthase I/III small subunit [EC:2.2.1.6] | (RefSeq) ilvH; acetolactate synthase
00650	Butanoate metabolism	K01652	PA4696	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) ilvI; acetolactate synth
00650	Butanoate metabolism	K00626	PA4785	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] | (RefSeq) acetyl-CoA acetyltransferase
00650	Butanoate metabolism	K03821	PA5056	polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-] | (RefSeq) phaC1; poly(3-hydroxyalkan
00650	Butanoate metabolism	K03821	PA5058	polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-] | (RefSeq) phaC2; poly(3-hydroxyalkan
00650	Butanoate metabolism	K18118	PA5445	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] | (RefSeq) coenzyme A transferase
00660	C5-Branched dibasic acid metabolism	K18291	PA0878	itaconyl-CoA hydratase / mesaconyl-C4 CoA hydratase [EC:4.2.1.56 4.2.1.-] | (RefSeq) hypothet
00660	C5-Branched dibasic acid metabolism	K18289	PA0882	itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22] | (RefSeq) hypothetical protein
00660	C5-Branched dibasic acid metabolism	K18292	PA0883	(S)-citramalyl-CoA lyase [EC:4.1.3.25] | (RefSeq) acyl-CoA lyase subunit beta
00660	C5-Branched dibasic acid metabolism	K01652	PA1417	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) hypothetical protein
00660	C5-Branched dibasic acid metabolism	K01903	PA1588	succinyl-CoA synthetase beta subunit [EC:6.2.1.5] | (RefSeq) sucC; succinyl-CoA ligase subuni
00660	C5-Branched dibasic acid metabolism	K01902	PA1589	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5] | (RefSeq) sucD; succinyl-CoA ligase subun
00660	C5-Branched dibasic acid metabolism	K01652	PA2035	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) thiamine pyrophosphate p
00660	C5-Branched dibasic acid metabolism	K00052	PA3118	3-isopropylmalate dehydrogenase [EC:1.1.1.85] | (RefSeq) leuB; 3-isopropylmalate dehydrogenas
00660	C5-Branched dibasic acid metabolism	K01704	PA3120	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35] | (RefS
00660	C5-Branched dibasic acid metabolism	K01703	PA3121	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35] | (RefS
00660	C5-Branched dibasic acid metabolism	K01652	PA3506	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) hypothetical protein
00660	C5-Branched dibasic acid metabolism	K01652	PA4180	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) acetolactate synthase
00660	C5-Branched dibasic acid metabolism	K01653	PA4695	acetolactate synthase I/III small subunit [EC:2.2.1.6] | (RefSeq) ilvH; acetolactate synthase
00660	C5-Branched dibasic acid metabolism	K01652	PA4696	acetolactate synthase I/II/III large subunit [EC:2.2.1.6] | (RefSeq) ilvI; acetolactate synth
00670	One carbon pool by folate	K00604	PA0018	methionyl-tRNA formyltransferase [EC:2.1.2.9] | (RefSeq) fmt; methionyl-tRNA formyltransferas
00670	One carbon pool by folate	K00560	PA0342	thymidylate synthase [EC:2.1.1.45] | (RefSeq) thyA; thymidylate synthase
00670	One carbon pool by folate	K00287	PA0350	dihydrofolate reductase [EC:1.5.1.3] | (RefSeq) folA; dihydrofolate reductase
00670	One carbon pool by folate	K00297	PA0430	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20] | (RefSeq) metF; 5,10-methylenetetr
00670	One carbon pool by folate	K11175	PA0944	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2] | (RefSeq) purN; phosphoribosylgly
00670	One carbon pool by folate	K01491	PA1796	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC
00670	One carbon pool by folate	K00548	PA1843	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13] | (RefSeq) metH; B12-d
