LocusId	TranscriptId	GeneName	FoldChange_Chronic	Pvalue_Chronic	KO_Id	COG_Id	COG_Category
PA3397	AAG06785	-	0.17	0.000014	K00528	COG1018	Energy production and conversion
PA3435	AAG06823	-	0.13	0.0056	K06205	COG0716	Energy production and conversion
PA3441	AAG06829	-	0.05	0.0000085	-	COG3585	Coenzyme metabolism
PA3442	AAG06830	-	0.05	0.000000076	K15555	COG1116	Inorganic ion transport and metabolism
PA3443	AAG06831	-	0.13	0.001	K15554	COG0600	Inorganic ion transport and metabolism
PA3446	AAG06834	-	0.1	0.0006	K00299	COG0431	General function prediction only
PA3480	AAG06868	-	0.1	0.00000023	K01494	COG0717	Nucleotide transport and metabolism
PA3482	AAG06870	metG	0.25	0.00069	K01874	COG0143	Translation, ribosomal structure and biogenesis
PA3483	AAG06871	-	0.17	0.00000027	-	-	-
PA3525	AAG06913	argG	0.1	8.6E-10	K01940	COG0137	Amino acid transport and metabolism
PA3531	AAG06919	bfrB	0.12	1.7E-15	K03594	COG2193	Inorganic ion transport and metabolism
PA3533	AAG06921	-	0.23	0.000043	K07390	COG0278	Posttranslational modification, protein turnover, chaperones
PA3538	AAG06926	-	0.11	0.000000024	K02010	COG3842	Amino acid transport and metabolism
PA3612	AAG07000	-	0.23	0.0012	K09954	COG3530	Function unknown
PA3621	AAG07009	fdxA	0.16	0.000000054	K05524	COG1146	Energy production and conversion
PA3625	AAG07013	surE	0.14	0.000013	K03787	COG0496	General function prediction only
PA3627	AAG07015	ygbB	0.23	0.0038	K01770	COG0245	Lipid metabolism
PA3633	AAG07021	ygbP	0.13	0.0031	K00991	COG1211	Lipid metabolism
PA3635	AAG07023	-	0.11	5.1E-16	K01689	COG0148	Carbohydrate transport and metabolism
PA3636	AAG07024	kdsA	0.16	5.6E-09	K01627	COG2877	Cell envelope biogenesis, outer membrane
PA3637	AAG07025	pyrG	0.15	7.4E-10	K01937	COG0504	Nucleotide transport and metabolism
PA3639	AAG07027	accA	0.14	0.0000024	K01962	COG0825	Lipid metabolism
PA3642	AAG07030	rnhB	0.17	0.000066	K03470	COG0164	DNA replication, recombination, and repair
PA3643	AAG07031	lpxB	0.16	0.00000065	K00748	COG0763	Cell envelope biogenesis, outer membrane
PA3644	AAG07032	lpxA	0.14	0.000000021	K00677	COG1043	acyl carrier protein
PA3645	AAG07033	fabZ	0.1	5.3E-11	K02372	COG0764	Lipid metabolism
PA3646	AAG07034	lpxD	0.14	1.5E-09	K02536	COG1044	3-hydroxymyristoyl
PA3647	AAG07035	-	0.15	4.6E-09	K06142	COG2825	Cell envelope biogenesis, outer membrane
PA3648	AAG07036	-	0.13	4.2E-13	K07277	COG4775	Cell envelope biogenesis, outer membrane
PA3650	AAG07038	-	0.15	0.000000012	K00099	COG0743	Lipid metabolism
PA3651	AAG07039	cdsA	0.2	0.0007	K00981	COG0575	Lipid metabolism
PA3652	AAG07040	uppS	0.08	7E-16	K00806	COG0020	Lipid metabolism
PA3653	AAG07041	-	0.07	0.00098	K02838	COG0233	Translation, ribosomal structure and biogenesis
PA3654	AAG07042	pyrH	0.1	7.7E-12	K09903	COG0528	Nucleotide transport and metabolism
PA3655	AAG07043	-	0.17	4.6E-09	K02357	COG0264	Translation, ribosomal structure and biogenesis
PA3656	AAG07044	rpsB	0.12	1.4E-13	K02967	COG0052	Translation, ribosomal structure and biogenesis
PA3666	AAG07054	dapD	0.14	0.000015	K00674	COG2171	Amino acid transport and metabolism
PA3686	AAG07074	-	0.18	0.000006	K00939	COG0563	Nucleotide transport and metabolism
PA3700	AAG07088	lysS	0.19	0.0000034	K04567	COG1190	Translation, ribosomal structure and biogenesis
PA3701	ADN93061	-	0.24	0.00038	K02836	-	-
PA3716	AAG07103	-	0.1	1.3E-09	-	-	-
PA3722	AAG07109	-	0.1	0.0000032	-	-	-
PA3725	AAG07112	recJ	0.14	0.00042	K07462	COG0608	DNA replication, recombination, and repair
PA3727	AAG07114	-	0.08	0.00019	-	COG1502	Lipid metabolism
PA3729	AAG07116	-	0.17	4.6E-09	-	COG2268	Function unknown
PA3735	AAG07122	thrC	0.17	0.000018	K01733	COG0498	Amino acid transport and metabolism
PA3736	AAG07123	-	0.18	0.000032	K00003	COG0460	Amino acid transport and metabolism
PA3737	AAG07124	dsbC	0.19	0.00025	K03981	COG1651	Posttranslational modification, protein turnover, chaperones
PA3742	AAG07129	rplS	0.12	9.1E-09	K02884	COG0335	Translation, ribosomal structure and biogenesis
PA3743	AAG07130	trmD	0.09	1.6E-10	K00554	COG0336	Translation, ribosomal structure and biogenesis
PA3744	AAG07131	rimM	0.08	2.3E-13	K02860	COG0806	Translation, ribosomal structure and biogenesis
PA3745	AAG07132	rpsP	0.09	0.000005	K02959	COG0228	Translation, ribosomal structure and biogenesis
PA3746	AAG07133	-	0.13	0.00000002	K03106	COG0541	Intracellular trafficking and secretion
PA3747	AAG07134	-	0.23	0.0042	-	COG4137	General function prediction only
PA3763	AAG07150	purL	0.19	0.000000024	K01952	COG0046	Nucleotide transport and metabolism
PA3764	AAG07151	-	0.11	5.8E-10	-	COG4623	Cell envelope biogenesis, outer membrane
PA3793	AAG07180	-	0.14	0.0016	-	-	-
PA3799	AAG07186	-	0.23	0.000075	K03977	COG1160	General function prediction only
PA3800	AAG07187	-	0.14	5.8E-10	-	COG1520	Function unknown
PA3801	AAG07188	-	0.14	0.00000025	-	COG2976	Function unknown
PA3802	AAG07189	hisS	0.19	0.0000048	K01892	COG0124	Translation, ribosomal structure and biogenesis
PA3803	AAG07190	gcpE	0.16	0.00000014	K03526	COG0821	Lipid metabolism
PA3804	AAG07191	-	0.22	0.000074	K15539	COG1426	Function unknown
PA3805	AAG07192	pilF	0.18	0.0000023	K02656	COG3063	Cell motility and secretion / Intracellular trafficking and secretion
PA3807	AAG07194	-	0.16	0.0000003	K00940	COG0105	Nucleotide transport and metabolism
PA3808	AAG07195	-	0.17	0.000000049	-	COG2975	Function unknown
PA3809	AAG07196	fdx2	0.15	0.0000013	K04755	COG0633	Energy production and conversion
PA3810	AAG07197	hscA	0.24	0.0000036	K04044	COG0443	Posttranslational modification, protein turnover, chaperones
PA3812	AAG07199	iscA	0.17	0.000081	K13628	COG0316	Posttranslational modification, protein turnover, chaperones
PA3816	AAG07203	cysE	0.19	0.000018	K00640	COG1045	Amino acid transport and metabolism
PA3817	AAG07204	-	0.24	0.0023	K15396	COG0565	Translation, ribosomal structure and biogenesis
PA3820	AAG07207	secF	0.09	2.7E-15	K03074	COG0341	Intracellular trafficking and secretion
PA3821	AAG07208	secD	0.15	2.9E-10	K03072	COG0342	Intracellular trafficking and secretion
PA3822	AAG07209	-	0.11	3.4E-09	K03210	COG1862	Intracellular trafficking and secretion
PA3823	AAG07210	-	0.17	0.0000043	K00773	COG0343	Translation, ribosomal structure and biogenesis
PA3827	AAG07214	-	0.14	0.000000081	K11720	COG0795	General function prediction only
PA3834	AAG07221	valS	0.2	0.00000037	K01873	COG0525	Translation, ribosomal structure and biogenesis
PA3837	AAG07224	-	0.06	0.00031	K05832	COG4120	General function prediction only
PA3861	AAG07248	-	0.16	0.000000089	K03732	COG0513	DNA replication, recombination, and repair / Transcription / Translation, ribosomal structure and biogenesis
PA3887	AAG07274	nhaP	0.12	0.0000082	K03316	COG0025	Inorganic ion transport and metabolism
PA3903	AAG07290	prfC	0.17	0.000000085	K02837	COG4108	Translation, ribosomal structure and biogenesis
PA3935	AAG07322	tauD	0.02	0.00004	K03119	COG2175	Secondary metabolites biosynthesis, transport, and catabolism
PA3936	AAG07323	-	0.06	0.0022	K15552	COG0600	Inorganic ion transport and metabolism
PA3940	AAG07327	-	0.07	0.0000027	K03530	COG0776	DNA replication, recombination, and repair
PA3948	AAG07335	-	0.23	0.0034	K07690	COG2197	Signal transduction mechanisms / Transcription
PA3967	AAG07354	-	0.11	0.000008	-	-	-
PA3976	AAG07363	thiE	0.16	0.0011	K00788	COG0352	Coenzyme metabolism
PA3982	AAG07369	-	0.09	1.5E-10	K07042	COG0319	General function prediction only
PA3983	AAG07370	-	0.11	1.9E-09	K06189	COG4535	Inorganic ion transport and metabolism
PA3984	AAG07371	-	0.22	0.0042	K03820	COG0815	Cell envelope biogenesis, outer membrane
PA3987	AAG07374	leuS	0.23	0.0000064	K01869	COG0495	Translation, ribosomal structure and biogenesis
PA3988	AAG07375	-	0.08	0.000000044	K03643	COG2980	Cell envelope biogenesis, outer membrane
PA3996	AAG07383	-	0.16	0.00000014	K03644	COG0320	Coenzyme metabolism
PA3997	AAG07384	lipB	0.12	6.2E-09	K03801	COG0321	Coenzyme metabolism
PA3999	AAG07386	dacC	0.1	6.5E-14	K07258	COG1686	Cell envelope biogenesis, outer membrane
PA4000	AAG07387	-	0.25	0.00063	K03642	COG0797	Cell envelope biogenesis, outer membrane
PA4006	AAG07393	nadD	0.12	0.000000089	K00969	COG1057	Coenzyme metabolism
PA4007	AAG07394	proA	0.17	0.00002	K00147	COG0014	Amino acid transport and metabolism
PA4020	AAG07407	-	0.2	0.0015	K02558	COG0773	Cell envelope biogenesis, outer membrane
PA4031	AAG07418	-	0.11	3.4E-09	K01507	COG0221	Energy production and conversion
PA4044	AAG07431	-	0.25	0.00031	K01662	COG1154	Coenzyme metabolism / Lipid metabolism
PA4050	AAG07437	pgpA	0.25	0.0016	K01095	COG1267	Lipid metabolism
PA4052	AAG07439	nusB	0.21	0.0053	K03625	COG0781	Transcription
PA4053	AAG07440	ribE	0.13	0.000016	K00794	COG0054	Coenzyme metabolism
PA4056	AAG07443	ribD	0.25	0.0026	K11752	COG1985	Coenzyme metabolism
PA4068	AAG07455	-	0.22	0.0037	K01784	COG0451	Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism
PA4069	AAG07456	-	0.23	0.0019	K00067	COG1091	Cell envelope biogenesis, outer membrane
PA4079	AAG07466	-	0.2	0.006	-	COG1028	Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only
PA4232	AAG07620	-	0.15	0.00000083	K03111	COG0629	DNA replication, recombination, and repair
PA4234	AAG07622	uvrA	0.22	0.000022	K03701	COG0178	DNA replication, recombination, and repair
PA4235	AAG07623	bfrA	0.24	0.0017	K03594	COG2193	Inorganic ion transport and metabolism
PA4237	AAG07625	rplQ	0.07	4.4E-19	K02879	COG0203	Translation, ribosomal structure and biogenesis
PA4238	AAG07626	rpoA	0.06	9E-25	K03040	COG0202	Transcription
PA4239	AAG07627	rpsD	0.08	9.9E-20	K02986	COG0522	Translation, ribosomal structure and biogenesis
PA4240	AAG07628	rpsK	0.08	5.8E-17	K02948	COG0100	Translation, ribosomal structure and biogenesis
PA4241	AAG07629	rpsM	0.06	8.1E-24	K02952	COG0099	Translation, ribosomal structure and biogenesis
PA4242	AAG07630	rpmJ	0.06	3.5E-16	K02919	COG0257	Translation, ribosomal structure and biogenesis
PA4243	AAG07631	secY	0.07	3.1E-21	K03076	COG0201	Intracellular trafficking and secretion
PA4244	AAG07632	rplO	0.1	1.8E-15	K02876	COG0200	Translation, ribosomal structure and biogenesis
PA4245	AAG07633	rpmD	0.06	4.5E-21	K02907	COG1841	Translation, ribosomal structure and biogenesis
PA4246	AAG07634	rpsE	0.07	1.2E-19	K02988	COG0098	Translation, ribosomal structure and biogenesis
PA4247	AAG07635	rplR	0.06	7.9E-22	K02881	COG0256	Translation, ribosomal structure and biogenesis
PA4248	AAG07636	rplF	0.1	7.4E-18	K02933	COG0097	Translation, ribosomal structure and biogenesis
PA4249	AAG07637	rpsH	0.06	7.4E-24	K02994	COG0096	Translation, ribosomal structure and biogenesis
PA4250	AAG07638	rpsN	0.1	1.4E-15	K02954	COG0199	Translation, ribosomal structure and biogenesis
PA4251	AAG07639	rplE	0.08	1.4E-17	K02931	COG0094	Translation, ribosomal structure and biogenesis
PA4252	AAG07640	rplX	0.06	2.7E-23	K02895	COG0198	Translation, ribosomal structure and biogenesis
PA4253	AAG07641	rplN	0.1	4.4E-15	K02874	COG0093	Translation, ribosomal structure and biogenesis
PA4254	AAG07642	rpsQ	0.06	1.5E-21	K02961	COG0186	Translation, ribosomal structure and biogenesis
PA4255	AAG07643	rpmC	0.14	0.000047	K02904	COG0255	Translation, ribosomal structure and biogenesis
PA4256	AAG07644	rplP	0.1	1.7E-14	K02878	COG0197	Translation, ribosomal structure and biogenesis
PA4257	AAG07645	rpsC	0.07	1.5E-12	K02982	COG0092	Translation, ribosomal structure and biogenesis
PA4258	AAG07646	rplV	0.1	3.3E-14	K02890	COG0091	Translation, ribosomal structure and biogenesis
PA4259	AAG07647	rpsS	0.09	1.2E-15	K02965	COG0185	Translation, ribosomal structure and biogenesis
PA4260	AAG07648	rplB	0.13	1.4E-12	K02886	COG0090	Translation, ribosomal structure and biogenesis
PA4261	AAG07649	rplW	0.06	1.4E-23	K02892	COG0089	Translation, ribosomal structure and biogenesis
PA4262	AAG07650	rplD	0.06	1.1E-11	K02926	COG0088	Translation, ribosomal structure and biogenesis
PA4263	AAG07651	rplC	0.07	1.2E-12	K02906	COG0087	Translation, ribosomal structure and biogenesis
PA4264	AAG07652	rpsJ	0.08	1.4E-21	K02946	COG0051	Translation, ribosomal structure and biogenesis
PA4265	AAG07653	tufA	0.08	1.7E-21	K02358	COG0050	Translation, ribosomal structure and biogenesis
PA4266	AAG07654	-	0.06	1.2E-25	K02355	COG0480	Translation, ribosomal structure and biogenesis
PA4267	AAG07655	rpsG	0.05	2.2E-14	K02992	COG0049	Translation, ribosomal structure and biogenesis
PA4268	AAG07656	rpsL	0.06	3.2E-25	K02950	COG0048	Translation, ribosomal structure and biogenesis
PA4269	AAG07657	rpoC	0.17	3E-10	K03046	COG0086	Transcription
PA4270	AAG07658	rpoB	0.15	3.2E-12	K03043	COG0085	Transcription
PA4270.1	PA4270.1-1	-	0.17	0.0039	-	-	-
PA4271	AAG07659	rplL	0.05	6.9E-25	K02935	COG0222	Translation, ribosomal structure and biogenesis
PA4272	AAG07660	rplJ	0.05	2.9E-25	K02864	COG0244	Translation, ribosomal structure and biogenesis
PA4273	AAG07661	rplA	0.08	9.2E-19	K02863	COG0081	Translation, ribosomal structure and biogenesis
PA4274	AAG07662	rplK	0.08	8.6E-18	K02867	COG0080	Translation, ribosomal structure and biogenesis
PA4275	AAG07663	nusG	0.07	6E-15	K02601	COG0250	Transcription
PA4276	AAG07664	secE	0.09	7.7E-16	K03073	COG0690	Intracellular trafficking and secretion
PA4277	AAG07665	tufB	0.07	1.2E-19	K02358	COG0050	Translation, ribosomal structure and biogenesis
PA4292	AAG07680	-	0.23	0.00028	K16322	COG0306	Inorganic ion transport and metabolism
PA4314	AAG07702	-	0.17	0.000049	K01433	COG0788	Nucleotide transport and metabolism
PA4319	AAG07707	-	0.14	0.00005	-	COG1300	Function unknown
PA4320	AAG07708	-	0.06	2.6E-16	-	-	-
PA4321	AAG07709	-	0.18	0.00051	-	-	-
PA4322	AAG07710	-	0.12	0.00029	K03924	COG0714	General function prediction only
PA4323	AAG07711	-	0.25	0.00036	-	COG1721	General function prediction only
PA4324	AAG07712	-	0.14	0.0047	-	-	-
PA4332	AAG07720	-	0.18	0.0043	-	COG2199	Signal    transduction mechanisms
PA4333	AAG07721	-	0.19	0.00000048	K01676	COG1951	Energy production and conversion
PA4348	AAG07736	-	0.18	0.000000033	-	COG0426	Energy production and conversion
PA4366	AAG07754	sodB	0.23	0.000000091	K04564	COG0605	Inorganic ion transport and metabolism
PA4395	AAG07783	-	0.11	4.7E-11	K09767	COG1666	Function unknown
PA4403	AAG07791	secA	0.18	2.5E-09	K03070	COG0653	Intracellular trafficking and secretion
PA4406	AAG07794	lpxC	0.17	2.2E-10	K02535	COG0774	Cell envelope biogenesis, outer membrane
PA4406.1	PA4406.1-1	-	0.05	9.2E-13	-	-	-
PA4408	AAG07796	ftsA	0.21	0.00000042	K03590	COG0849	Cell division and chromosome partitioning
PA4411	AAG07799	murC	0.23	0.000074	K01924	COG0773	Cell envelope biogenesis, outer membrane
PA4414	AAG07802	murD	0.25	0.00012	K01925	COG0771	Cell envelope biogenesis, outer membrane
PA4415	AAG07803	mraY	0.2	0.000013	K01000	COG0472	Cell envelope biogenesis, outer membrane
PA4421	AAG07809	-	0.18	0.00000012	K03925	COG2001	Function unknown
PA4425	AAG07813	-	0.21	0.0097	K03271	COG0279	Carbohydrate transport and metabolism
PA4426	AAG07814	-	0.16	0.00003	-	COG2823	General function prediction only
PA4427	AAG07815	sspB	0.18	0.00016	K03600	COG2969	General function prediction only
PA4429	AAG07817	-	0.14	1.1E-10	K00413	COG2857	Energy production and conversion
PA4430	AAG07818	-	0.22	0.00000082	K00412	COG1290	Energy production and conversion
PA4431	AAG07819	-	0.11	3.3E-14	K00411	COG0723	Energy production and conversion
PA4432	AAG07820	rpsI	0.11	5.2E-13	K02996	COG0103	Translation, ribosomal structure and biogenesis
PA4433	AAG07821	rplM	0.08	0.0000029	K02871	COG0102	Translation, ribosomal structure and biogenesis
PA4438	AAG07826	-	0.15	0.00042	K06916	COG1485	General function prediction only
PA4442	AAG07830	cysN	0.07	0.000034	K00955	COG2895	Inorganic ion transport and metabolism
PA4447	AAG07835	-	0.17	0.0005	K00817	COG0079	Amino acid transport and metabolism
PA4448	AAG07836	hisD	0.2	0.00014	K00013	COG0141	Amino acid transport and metabolism
PA4449	AAG07837	hisG	0.06	0.000000025	K00765	COG0040	Amino acid transport and metabolism
PA4450	AAG07838	murA	0.15	0.000000028	K00790	COG0766	Cell envelope biogenesis, outer membrane
PA4451	AAG07839	-	0.12	0.00066	-	COG5007	Transcription
PA4454	AAG07842	-	0.11	6.6E-10	K02067	COG1463	Secondary metabolites biosynthesis, transport, and catabolism
PA4455	AAG07843	-	0.16	0.0000016	K02066	COG0767	Secondary metabolites biosynthesis, transport, and catabolism
PA4458	AAG07846	-	0.15	0.00000024	K03270	COG1778	General function prediction only
PA4459	AAG07847	-	0.17	0.00000042	K11719	COG3117	Function unknown
PA4461	AAG07849	-	0.22	0.0000013	K06861	COG1137	General function prediction only
PA4464	AAG07852	ptsN	0.2	0.000073	K02806	COG1762	Carbohydrate transport and metabolism / Signal transduction mechanisms
PA4465	AAG07853	-	0.23	0.000031	K06958	COG1660	General function prediction only
PA4466	AAG07854	-	0.13	0.0000042	K11189	COG1925	Carbohydrate transport and metabolism
PA4473	AAG07861	-	0.17	0.00081	K09889	COG3028	Function unknown
PA4477	AAG07865	cafA	0.21	0.000022	K08301	COG1530	Translation, ribosomal structure and biogenesis
PA4479	AAG07867	mreD	0.13	0.00035	K03571	COG2891	Cell envelope biogenesis, outer membrane
PA4480	AAG07868	mreC	0.16	0.000014	K03570	COG1792	Cell envelope biogenesis, outer membrane
PA4483	AAG07871	gatA	0.21	0.00014	K02433	COG0154	Translation, ribosomal structure and biogenesis
PA4484	AAG07872	gatB	0.17	0.00000033	K02434	COG0064	Translation, ribosomal structure and biogenesis
PA4525	AAG07913	pilA	0.13	0.0000047	K02650	COG4969	Cell motility and secretion / Intracellular trafficking and secretion
PA4538	AAG07926	-	0.25	0.0057	K03885	COG1252	Energy production and conversion
PA4544	AAG07932	rluD	0.22	0.003	K06180	COG0564	Translation, ribosomal structure and biogenesis
PA4545	AAG07933	comL	0.22	0.00036	K05807	COG4105	General function prediction only
PA4557	AAG07945	lytB	0.2	0.000041	K03527	COG0761	Lipid metabolism
PA4558	AAG07946	-	0.23	0.0079	K03774	COG1047	Posttranslational modification, protein turnover, chaperones
PA4559	AAG07947	lspA	0.1	0.0000029	K03101	COG0597	Cell envelope biogenesis, outer membrane / Intracellular trafficking and secretion
PA4560	AAG07948	ileS	0.17	1.6E-09	K01870	COG0060	Translation, ribosomal structure and biogenesis
PA4563	AAG07951	rpsT	0.11	0.00000044	K02968	COG0268	Translation, ribosomal structure and biogenesis
PA4567	AAG07955	rpmA	0.09	6.6E-17	K02899	COG0211	Translation, ribosomal structure and biogenesis
PA4568	AAG07956	rplU	0.09	5.1E-17	K02888	COG0261	Translation, ribosomal structure and biogenesis
PA4569	AAG07957	ispB	0.19	0.0000047	K02523	COG0142	Coenzyme metabolism
PA4571	AAG07959	-	0.23	0.0042	-	COG3258	Energy production and conversion
PA4572	AAG07960	fklB	0.15	0.000021	K03773	COG0545	Posttranslational modification, protein turnover, chaperones
PA4602	AAG07990	-	0.18	0.0000053	K00600	COG0112	Amino acid transport and metabolism
PA4611	AAG07999	-	0.19	0.00000012	K09794	COG2841	Function unknown
PA4631	AAG08019	-	0.12	0.00068	-	COG0451	Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism
PA4632	AAG08020	-	0.2	0.0007	-	COG0501	Posttranslational modification, protein turnover, chaperones
PA4640	AAG08028	mqoB	0.19	0.00092	K00116	COG0579	General function prediction only
PA4645	AAG08032	-	0.14	0.0053	K00760	COG0634	Nucleotide transport and metabolism
PA4647	AAG08034	uraA	0.09	0.00000036	K02824	COG2233	Nucleotide transport and metabolism
PA4662	AAG08049	murI	0.2	0.0031	K01776	COG0796	Cell envelope biogenesis, outer membrane
PA4664	AAG08051	hemK	0.14	0.00063	K02493	COG2890	Translation, ribosomal structure and biogenesis
PA4667	AAG08054	-	0.22	0.00023	-	COG5010	Intracellular trafficking and secretion
PA4669	AAG08056	-	0.08	2.4E-16	K00919	COG1947	Lipid metabolism
PA4670	AAG08057	-	0.09	0.000022	K00948	COG0462	Nucleotide transport and metabolism / Amino acid transport and metabolism
PA4671	AAG08058	-	0.09	2.1E-17	K02897	COG1825	Translation, ribosomal structure and biogenesis
PA4672	AAG08059	-	0.06	1.8E-18	K01056	COG0193	Translation, ribosomal structure and biogenesis
PA4683	AAG08070	-	0.14	0.00077	-	-	-
PA4694	AAG08080	ilvC	0.03	9.2E-16	K00053	COG0059	Amino acid transport and metabolism / Coenzyme metabolism
PA4695	AAG08081	ilvH	0.04	5.2E-25	K01653	COG0440	Amino acid transport and metabolism
PA4696	AAG08082	ilvI	0.16	7.2E-09	K01652	COG0028	acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase
PA4700	AAG08086	mrcB	0.2	0.000013	K05365	COG0744	Cell envelope biogenesis, outer membrane
PA4723	AAG08109	dksA	0.08	3.4E-09	K06204	COG1734	Signal transduction mechanisms
PA4726.11	PA4726.11-1	-	0.23	0.00084	-	-	-
PA4727	AAG08113	pcnB	0.25	0.00051	K00970	COG0617	Translation, ribosomal structure and biogenesis
PA4740	AAG08126	-	0.16	3.2E-10	K00962	COG1185	Translation, ribosomal structure and biogenesis
PA4741	AAG08127	rpsO	0.04	8.2E-28	K02956	COG0184	Translation, ribosomal structure and biogenesis
PA4742	AAG08128	truB	0.09	2.5E-12	K03177	COG0130	Translation, ribosomal structure and biogenesis
PA4743	AAG08129	rbfA	0.15	0.0006	K02834	COG0858	Translation, ribosomal structure and biogenesis
PA4744	AAG08130	infB	0.12	3.3E-13	K02519	COG0532	Translation, ribosomal structure and biogenesis
PA4745	AAG08131	nusA	0.1	1.3E-15	K02600	COG0195	Transcription
PA4746	AAG08132	-	0.2	0.0000015	K09748	COG0779	Function unknown
PA4747	AAG08133	secG	0.06	7.7E-23	K03075	COG1314	Intracellular trafficking and secretion
PA4748	AAG08134	tpiA	0.09	0.000026	K01803	COG0149	Carbohydrate transport and metabolism
PA4753	AAG08139	-	0.18	0.000021	K07574	COG1534	Translation, ribosomal structure and biogenesis
PA4754	AAG08140	-	0.08	2.1E-10	-	-	-
PA4755	AAG08141	greA	0.17	0.0000038	K03624	COG0782	Function unknown
PA4756	AAG08142	carB	0.09	2.2E-16	K01955	COG0458	Amino acid transport and metabolism / Nucleotide transport and metabolism
PA4757	AAG08143	-	0.25	0.00028	K11250	COG1280	Amino acid transport and metabolism
PA4764	AAG08150	-	0.18	0.00000014	K03711	COG0735	Inorganic ion transport and metabolism
PA4765	AAG08151	omlA	0.21	0.000056	K06186	COG2913	Cell envelope biogenesis, outer membrane
PA4767	AAG08153	-	0.14	0.002	-	COG2867	Lipid metabolism
PA4768	AAG08154	smpB	0.13	0.00000046	K03664	COG0691	Posttranslational modification, protein turnover, chaperones
PA4843	AAG08228	-	0.23	0.0000049	-	COG3706	Signal transduction mechanisms
PA4846	AAG08231	-	0.15	0.0000093	K03786	COG0757	Amino acid transport and metabolism
PA4847	AAG08232	accB	0.03	5.8E-14	K02160	COG0511	Lipid metabolism
PA4848	AAG08233	accC	0.08	1.4E-10	K01961	COG0439	Lipid metabolism
PA4852	AAG08237	-	0.23	0.0000031	K05540	COG0042	Translation, ribosomal structure and biogenesis
PA4853	AAG08238	-	0.14	0.0014	K03557	COG2901	Transcription / DNA replication, recombination, and repair
PA4854	AAG08239	purH	0.15	0.000012	K00602	COG0138	Nucleotide transport and metabolism
PA4855	AAG08240	purD	0.17	0.00013	K01945	COG0151	Nucleotide transport and metabolism
PA4928	AAG08313	-	0.2	0.000023	-	COG1032	Energy production and conversion
PA4932	AAG08317	rplI	0.1	4.4E-16	K02939	COG0359	Translation, ribosomal structure and biogenesis
PA4933	AAG08318	-	0.05	1E-22	-	-	-
PA4934	AAG08319	rpsR	0.16	1.9E-09	K02963	COG0238	Translation, ribosomal structure and biogenesis
PA4935	AAG08320	rpsF	0.08	4.4E-19	K02990	COG0360	Translation, ribosomal structure and biogenesis
PA4938	AAG08323	purA	0.12	4.2E-12	K01939	COG0104	Nucleotide transport and metabolism
PA4939	AAG08324	-	0.18	0.00000048	K02502	COG3705	Amino acid transport and metabolism
PA4940	AAG08325	-	0.16	0.000033	K09937	COG3242	Function unknown
PA4941	AAG08326	hflC	0.16	0.000000019	K04087	COG0330	Posttranslational modification, protein turnover, chaperones
PA4942	AAG08327	hflK	0.24	0.000014	K04088	COG0330	Posttranslational modification, protein turnover, chaperones
PA4946	AAG08331	mutL	0.2	0.0000016	K03572	COG0323	DNA replication, recombination, and repair
PA4952	AAG08337	-	0.2	0.0011	K06949	COG1162	General function prediction only
PA4959	AAG08344	fimX	0.22	0.0000058	-	COG2200	Signal    transduction mechanisms
PA4960	AAG08345	-	0.23	0.000054	K01079	COG0560	Amino acid transport and metabolism
PA4961	AAG08346	-	0.22	0.00047	K07186	COG3726	General function prediction only
PA4964	AAG08349	parC	0.22	0.000035	K02621	COG0188	DNA replication, recombination, and repair
PA4973	AAG08358	thiC	0.25	0.00029	K03147	COG0422	Coenzyme metabolism
PA4974	AAG08359	-	0.17	0.000038	K12340	COG1538	Cell envelope biogenesis, outer membrane / Intracellular trafficking and secretion
PA4992	AAG08377	-	0.17	0.0033	-	COG0667	Energy production and conversion
PA4999	AAG08384	waaL	0.22	0.0011	-	COG3307	Cell envelope biogenesis, outer membrane
PA5001	AAG08386	-	0.12	2.3E-10	-	COG0438	Cell envelope biogenesis, outer membrane
PA5002	AAG08387	-	0.16	0.000057	-	-	-
PA5003	AAG08388	-	0.15	0.00000047	-	-	-
PA5004	AAG08389	-	0.24	0.00015	-	COG0438	Cell envelope biogenesis, outer membrane
PA5005	AAG08390	-	0.17	0.000000063	K00612	COG2192	Posttranslational modification, protein turnover, chaperones
PA5006	AAG08391	-	0.25	0.0023	-	-	-
PA5009	AAG08394	waaP	0.15	0.00000066	K02848	-	-
PA5013	AAG08398	ilvE	0.15	0.000019	K00826	COG0115	Amino acid transport and metabolism / Coenzyme metabolism
PA5015	AAG08400	aceE	0.2	0.000000022	K00163	COG2609	Energy production and conversion
PA5016	AAG08401	aceF	0.09	1.2E-16	K00627	COG0508	Energy production and conversion
PA5035	AAG08420	gltD	0.08	1.4E-14	K00266	COG0493	Amino acid transport and metabolism / General function prediction only
PA5036	AAG08421	gltB	0.15	1.2E-11	K00265	COG0069	Amino acid transport and metabolism
PA5046	AAG08431	-	0.09	5.9E-16	K00029	COG0281	Energy production and conversion
